idx	label	count	predict	radius_LInf	radius_L2	radius_cohen	correct	time
114	1	2729951.0	1	0.005286363402267511	0.258	0.236	1	0:05:57.818706
115	3	3316821.0	3	0.009706701400750584	0.515	0.474	1	0:05:56.547030
116	0	3786069.0	0	0.014956980411193742	0.829	0.804	1	0:05:51.238263
117	4	1909859.0	-1	0.0	0.0	0.0	0	0:05:45.756787
118	2	0	3	0.0	0.0	0.0	0	0:00:00.020686
119	7	0	5	0.0	0.0	0.0	0	0:00:00.020496
120	8	2709333.0	8	0.005304405598179687	0.265	0.229	1	0:05:57.019259
121	3	0	4	0.0	0.0	0.0	0	0:00:00.021202
122	1	3693518.0	1	0.013730111089165789	0.735	0.713	1	0:05:58.237876
123	2	3804337.0	2	0.01531782432943726	0.849	0.826	1	0:05:51.117974
124	8	0	0	0.0	0.0	0.0	0	0:00:00.020900
125	0	0	6	0.0	0.0	0.0	0	0:00:00.020592
126	8	0	0	0.0	0.0	0.0	0	0:00:00.020542
127	3	3566805.0	3	0.012016102477509087	0.656	0.617	1	0:05:56.703951
128	5	0	3	0.0	0.0	0.0	0	0:00:00.021214
129	2	0	0	0.0	0.0	0.0	0	0:00:00.020593
130	4	0	2	0.0	0.0	0.0	0	0:00:00.020508
131	1	3998841.0	1	0.03085215500982063	1.71	1.71	1	0:05:45.309458
132	8	3406354.0	8	0.010428389237237615	0.551	0.52	1	0:05:56.726855
133	9	3999721.0	9	0.033919328314890515	1.88	1.88	1	0:05:45.303697
134	1	1848379.0	-1	0.0	0.0	0.0	0	0:05:45.468363
135	2	2247785.0	2	0.0018042195912175807	0.0961	0.077	1	0:05:57.665503
136	9	3869051.0	9	0.01694162196153308	0.939	0.919	1	0:05:52.101365
137	7	3942982.0	7	0.020026837462515146	1.11	1.09	1	0:05:52.843457
138	2	3904125.0	2	0.018403039830419323	1.02	0.987	1	0:05:52.525250
139	9	0	8	0.0	0.0	0.0	0	0:00:00.021152
140	6	3091855.0	6	0.008064861572742586	0.416	0.373	1	0:05:57.101138
141	5	3999141.0	5	0.03157384284630766	1.75	1.75	1	0:05:45.739248
142	6	3872810.0	6	0.017085959528830488	0.947	0.926	1	0:05:52.130001
143	3	0	5	0.0	0.0	0.0	0	0:00:00.021150
144	8	3979233.0	8	0.023094010767585032	1.28	1.28	1	0:05:52.853236
145	7	3570675.0	7	0.012250651024367374	0.647	0.619	1	0:05:56.568098
146	6	3612713.0	6	0.01255736835487436	0.687	0.649	1	0:05:56.374480
147	2	0	5	0.0	0.0	0.0	0	0:00:00.021329
148	5	3463872.0	5	0.01109595048598812	0.573	0.553	1	0:05:56.526522
149	2	0	5	0.0	0.0	0.0	0	0:00:00.021153
150	8	3847389.0	8	0.016346229496431282	0.906	0.884	1	0:05:51.970273
151	9	3845020.0	9	0.016292102908694754	0.903	0.881	1	0:05:51.649344
152	6	2510575.0	6	0.004059494080239557	0.197	0.162	1	0:05:56.847071
153	0	3926420.0	0	0.019305149626028115	1.07	1.04	1	0:05:51.871842
154	0	3854993.0	0	0.016544693651465214	0.917	0.896	1	0:05:51.491462
155	5	3545697.0	5	0.01174546953882645	0.637	0.603	1	0:05:57.352237
156	2	3767381.0	2	0.014812642843896336	0.821	0.784	1	0:05:51.147204
157	9	3995627.0	9	0.027424137786507225	1.52	1.52	1	0:05:45.435439
158	5	0	3	0.0	0.0	0.0	0	0:00:00.020789
159	4	3256569.0	4	0.009454110657980123	0.493	0.446	1	0:05:56.169914
160	2	2847109.0	2	0.006350852961085883	0.308	0.278	1	0:05:55.653174
161	1	2592637.0	1	0.004600759957604831	0.218	0.189	1	0:05:56.520009
162	6	0	9	0.0	0.0	0.0	0	0:00:00.021275
163	6	3327288.0	6	0.009814954576223639	0.521	0.48	1	0:05:56.297182
164	8	0	9	0.0	0.0	0.0	0	0:00:00.021285
165	4	0	2	0.0	0.0	0.0	0	0:00:00.020709
166	8	3972620.0	8	0.022372322931098	1.24	1.23	1	0:05:52.337169
167	4	0	6	0.0	0.0	0.0	0	0:00:00.021278
168	5	0	9	0.0	0.0	0.0	0	0:00:00.020554
169	0	2845372.0	0	0.006242599785612829	0.316	0.278	1	0:05:55.762531
170	9	3241599.0	9	0.009237604307034013	0.479	0.439	1	0:05:56.511222
171	9	2000284.0	-1	0.0	0.0	0.0	0	0:05:45.282297
172	9	0	0	0.0	0.0	0.0	0	0:00:00.020660
173	8	2082593.0	8	0.00044744645862195996	0.0306	0.0249	1	0:05:59.127934
174	9	3826275.0	9	0.016201891929133874	0.898	0.854	1	0:05:51.267230
175	9	3998216.0	9	0.02976962325509008	1.65	1.65	1	0:05:45.774628
176	3	2515294.0	3	0.004221873843449139	0.201	0.163	1	0:05:57.655185
177	7	3433886.0	7	0.010825317547305483	0.579	0.536	1	0:05:56.591252
178	5	2936001.0	5	0.007126667385309444	0.372	0.311	1	0:05:56.567608
179	0	3964135.0	0	0.021831057053732724	1.21	1.18	1	0:05:52.073370
180	0	3885180.0	0	0.01771743638575664	0.982	0.948	1	0:05:51.876310
181	5	0	7	0.0	0.0	0.0	0	0:00:00.021105
182	2	2929070.0	2	0.006964287622099862	0.36	0.309	1	0:05:56.505060
183	2	2718555.0	2	0.0056652495164232035	0.289	0.232	1	0:05:56.728084
184	3	0	5	0.0	0.0	0.0	0	0:00:00.021195
185	8	3992440.0	8	0.02598076211353316	1.44	1.44	1	0:05:45.339861
186	6	3069531.0	6	0.008100945964566937	0.398	0.364	1	0:05:57.228769
187	3	1779848.0	-1	0.0	0.0	0.0	0	0:05:44.318885
188	4	0	3	0.0	0.0	0.0	0	0:00:00.020628
189	0	0	8	0.0	0.0	0.0	0	0:00:00.020481
190	5	3044699.0	5	0.0078303130258843	0.403	0.354	1	0:05:55.818262
191	8	0	3	0.0	0.0	0.0	0	0:00:00.021263
192	0	2354093.0	0	0.0028145825622994257	0.137	0.111	1	0:05:57.133119
193	1	3849599.0	1	0.016508609259640865	0.915	0.888	1	0:05:52.241031
194	7	3562013.0	7	0.01187176491021168	0.644	0.613	1	0:05:57.253963
195	2	3042519.0	2	0.007884439613620828	0.4	0.353	1	0:05:56.736129
196	8	3918100.0	8	0.01876388374866284	1.04	1.02	1	0:05:52.111266
197	8	3386919.0	8	0.01041034704132544	0.563	0.51	1	0:05:55.805323
198	7	4000000.0	7	0.041677472557126116	2.31	2.32	1	0:05:45.548078
199	8	2089354.0	8	0.0004853350700375292	0.0361	0.027	1	0:05:58.440037
200	5	2865303.0	5	0.006549317116119818	0.331	0.285	1	0:06:36.567335
201	1	0	0	0.0	0.0	0.0	0	0:00:00.021183
202	8	3857020.0	8	0.016815326590147853	0.932	0.899	1	0:06:39.099650
203	7	3774466.0	7	0.014776558452071984	0.819	0.791	1	0:06:58.023067
204	1	3993785.0	1	0.026522027990898436	1.47	1.47	1	0:06:51.327537
205	3	3702542.0	3	0.013964659636024074	0.774	0.721	1	0:06:46.722045
206	0	2735406.0	0	0.005647207320511027	0.267	0.238	1	0:06:51.848751
207	5	3145173.0	5	0.00885871819287832	0.425	0.396	1	0:06:47.920591
208	7	3997882.0	7	0.02940877933684656	1.63	1.63	1	0:06:54.053550
209	9	2671035.0	9	0.005051814855409226	0.252	0.216	1	0:07:09.954099
210	7	0	2	0.0	0.0	0.0	0	0:00:00.021213
211	4	0	9	0.0	0.0	0.0	0	0:00:00.020529
212	5	3789128.0	5	0.015498246288559017	0.825	0.808	1	0:07:08.976779
213	9	0	7	0.0	0.0	0.0	0	0:00:00.021493
214	8	2954680.0	8	0.007090582993485092	0.363	0.319	1	0:06:51.986504
215	0	0	2	0.0	0.0	0.0	0	0:00:00.021226
216	7	3999880.0	7	0.03554312594698634	1.97	1.97	1	0:06:36.819442
217	9	3053373.0	9	0.0078303130258843	0.387	0.357	1	0:06:55.008950
218	8	0	0	0.0	0.0	0.0	0	0:00:00.021185
219	2	2006196.0	2	1.528173993761291e-05	0.00117	0.000973	1	0:06:58.272070
220	7	3989154.0	7	0.025078652317924367	1.39	1.39	1	0:06:52.062931
221	6	2464188.0	6	0.0036264813783473374	0.173	0.147	1	0:07:09.944090
222	9	3993339.0	9	0.026341606031776675	1.46	1.46	1	0:06:52.213701
223	4	1959640.0	-1	0.0	0.0	0.0	0	0:06:43.525542
224	3	0	9	0.0	0.0	0.0	0	0:00:00.020687
225	9	3830980.0	9	0.015823005814978183	0.877	0.861	1	0:06:53.338526
226	6	0	4	0.0	0.0	0.0	0	0:00:00.021157
227	4	0	2	0.0	0.0	0.0	0	0:00:00.020558
228	7	0	3	0.0	0.0	0.0	0	0:00:00.020578
229	6	0	3	0.0	0.0	0.0	0	0:00:00.020526
230	5	3918799.0	5	0.01858346178954108	1.03	1.02	1	0:07:06.119326
231	1	3999975.0	1	0.03824945533381271	2.12	2.12	1	0:07:00.008267
232	5	0	3	0.0	0.0	0.0	0	0:00:00.020787
233	8	0	1	0.0	0.0	0.0	0	0:00:00.020554
234	8	3758199.0	8	0.014758516256159808	0.818	0.774	1	0:07:07.889968
235	0	4000000.0	0	0.041677472557126116	2.31	2.32	1	0:07:00.427266
236	4	3146311.0	4	0.008479832078722629	0.442	0.396	1	0:07:09.764898
237	0	1424004.0	-1	0.0	0.0	0.0	0	0:06:39.750925
238	5	1435919.0	-1	0.0	0.0	0.0	0	0:06:57.673496
239	5	1690326.0	-1	0.0	0.0	0.0	0	0:06:55.202734
240	1	3999921.0	1	0.03626481378347337	2.01	2.02	1	0:06:42.549390
241	1	3795865.0	1	0.015263697741700732	0.846	0.816	1	0:06:48.449477
242	8	0	0	0.0	0.0	0.0	0	0:00:00.021253
243	9	3264510.0	9	0.009183477719297485	0.477	0.449	1	0:06:52.323528
244	0	3965730.0	0	0.02147021313548921	1.19	1.19	1	0:06:48.374408
245	3	0	8	0.0	0.0	0.0	0	0:00:00.021152
246	1	1170560.0	-1	0.0	0.0	0.0	0	0:06:58.335947
247	9	0	8	0.0	0.0	0.0	0	0:00:00.020690
248	2	3935573.0	2	0.01966599354427163	1.09	1.07	1	0:07:05.641224
249	2	2429438.0	2	0.0034099750274012275	0.153	0.135	1	0:06:51.862739
250	5	0	7	0.0	0.0	0.0	0	0:00:00.021435
251	3	2261459.0	3	0.0018944305707784596	0.099	0.0813	1	0:06:51.465017
252	9	3958162.0	9	0.020928947258123935	1.16	1.15	1	0:06:49.620637
253	9	3751157.0	9	0.014812642843896336	0.821	0.767	1	0:07:00.439352
254	4	0	6	0.0	0.0	0.0	0	0:00:00.021185
255	0	1442576.0	-1	0.0	0.0	0.0	0	0:06:56.634599
256	3	0	6	0.0	0.0	0.0	0	0:00:00.020663
257	0	3999689.0	0	0.03373890635576876	1.87	1.87	1	0:06:43.034480
258	0	0	8	0.0	0.0	0.0	0	0:00:00.020911
259	9	2624984.0	9	0.0049435616799361716	0.224	0.2	1	0:06:57.580673
260	8	2040730.0	8	0.00021109369217245694	0.0145	0.0118	1	0:06:54.110877
261	1	3519706.0	1	0.011655258559265571	0.638	0.586	1	0:07:03.202127
262	5	2101007.0	5	0.0005520911949125797	0.0388	0.0307	1	0:07:10.268802
263	7	0	3	0.0	0.0	0.0	0	0:00:00.021320
264	0	0	8	0.0	0.0	0.0	0	0:00:00.020549
265	8	3993758.0	8	0.026522027990898436	1.47	1.47	1	0:06:48.794303
266	2	0	0	0.0	0.0	0.0	0	0:00:00.020747
267	4	3988943.0	4	0.02489823035880261	1.38	1.38	1	0:06:42.932279
268	7	3965091.0	7	0.021650635094610966	1.2	1.19	1	0:06:55.772727
269	0	2598030.0	0	0.00469097093716571	0.223	0.191	1	0:07:09.539361
270	2	2203089.0	2	0.0012773874705820471	0.0751	0.0628	1	0:07:08.388784
271	3	0	2	0.0	0.0	0.0	0	0:00:00.021506
272	6	3995207.0	6	0.027243715827385467	1.51	1.51	1	0:06:42.540647
273	3	3289541.0	3	0.010572726804535021	0.485	0.461	1	0:06:57.469216
274	8	3418604.0	8	0.010464473629061968	0.562	0.527	1	0:07:01.009235
275	5	2041059.0	5	0.00021289791176367452	0.0157	0.0119	1	0:07:09.863352
276	0	3283425.0	0	0.00972474359666276	0.492	0.458	1	0:06:58.517816
277	3	0	2	0.0	0.0	0.0	0	0:00:00.021304
278	4	0	5	0.0	0.0	0.0	0	0:00:00.020527
279	3	0	5	0.0	0.0	0.0	0	0:00:00.020543
280	9	3930239.0	9	0.019305149626028115	1.07	1.05	1	0:06:47.233598
281	0	1638007.0	-1	0.0	0.0	0.0	0	0:06:43.031409
282	6	3578432.0	6	0.012358904199840428	0.659	0.624	1	0:07:10.062434
283	1	3910817.0	1	0.018403039830419323	1.02	1.0	1	0:06:58.130610
284	0	0	9	0.0	0.0	0.0	0	0:00:00.021524
285	9	3999609.0	9	0.033197640478403484	1.84	1.84	1	0:06:46.275632
286	1	3451070.0	1	0.010987697310515066	0.57	0.545	1	0:06:58.209713
287	0	0	8	0.0	0.0	0.0	0	0:00:00.021150
288	7	3981034.0	7	0.02327443272670679	1.29	1.29	1	0:07:05.831335
289	9	3991861.0	9	0.025800340154411402	1.43	1.43	1	0:06:57.416761
290	1	3998651.0	1	0.03049131109157711	1.69	1.69	1	0:06:45.328936
291	2	3795483.0	2	0.015552372876295545	0.862	0.815	1	0:06:48.554975
292	6	3607114.0	6	0.012575410550786537	0.681	0.645	1	0:06:51.823209
293	9	0	1	0.0	0.0	0.0	0	0:00:00.021183
294	3	3998982.0	3	0.031032576968942387	1.72	1.73	1	0:06:39.914734
295	4	0	2	0.0	0.0	0.0	0	0:00:00.021020
296	6	3199260.0	6	0.00873242282149309	0.455	0.419	1	0:07:12.160453
297	0	3999999.0	0	0.04113620667976083	2.28	2.29	1	0:06:56.400985
298	0	3998847.0	0	0.03085215500982063	1.71	1.71	1	0:06:59.021174
299	6	3635341.0	6	0.012882127881293524	0.704	0.665	1	0:07:03.180514
300	6	3666237.0	6	0.013279056191361393	0.713	0.69	1	0:06:52.816877
301	6	3637966.0	6	0.012791916901732646	0.709	0.667	1	0:06:49.105954
302	3	0	5	0.0	0.0	0.0	0	0:00:00.021142
303	2	1548515.0	-1	0.0	0.0	0.0	0	0:06:57.183670
304	6	0	2	0.0	0.0	0.0	0	0:00:00.020761
305	1	3075646.0	1	0.008299410119600871	0.393	0.367	1	0:07:07.041715
306	8	0	1	0.0	0.0	0.0	0	0:00:00.021432
307	2	3267043.0	2	0.009454110657980123	0.493	0.45	1	0:06:52.136175
308	1	3866395.0	1	0.0167792421983235	0.93	0.915	1	0:06:48.336628
309	6	0	2	0.0	0.0	0.0	0	0:00:00.021115
310	8	3677305.0	8	0.013513604738219678	0.725	0.699	1	0:06:53.044802
311	6	3999931.0	6	0.036625657701716885	2.03	2.03	1	0:06:58.419588
312	8	0	0	0.0	0.0	0.0	0	0:00:00.020736
313	0	3386717.0	0	0.010626853392271549	0.542	0.51	1	0:07:10.370581
314	4	0	3	0.0	0.0	0.0	0	0:00:00.021259
315	0	3999422.0	0	0.03229553068279469	1.79	1.8	1	0:06:41.152583
316	7	0	2	0.0	0.0	0.0	0	0:00:00.020790
317	7	3752014.0	7	0.014307461358355415	0.793	0.768	1	0:06:47.615091
318	5	3907505.0	5	0.018222617871297565	1.01	0.994	1	0:06:57.192504
319	5	1758374.0	-1	0.0	0.0	0.0	0	0:06:58.116110
320	3	3543528.0	3	0.011853722714299506	0.657	0.601	1	0:07:02.994867
321	5	2630227.0	5	0.0047811819167265885	0.224	0.202	1	0:06:52.761133
322	2	0	6	0.0	0.0	0.0	0	0:00:00.021281
323	3	0	6	0.0	0.0	0.0	0	0:00:00.020519
324	4	0	3	0.0	0.0	0.0	0	0:00:00.020501
325	1	3528444.0	1	0.011528963187880341	0.625	0.592	1	0:06:51.554068
326	7	0	2	0.0	0.0	0.0	0	0:00:00.021528
327	5	0	3	0.0	0.0	0.0	0	0:00:00.020754
328	4	0	9	0.0	0.0	0.0	0	0:00:00.020553
329	6	0	3	0.0	0.0	0.0	0	0:00:00.020531
330	1	3689951.0	1	0.013802279872814491	0.724	0.71	1	0:06:50.971905
331	9	3996023.0	9	0.02778498170475074	1.54	1.54	1	0:06:36.504350
332	3	0	6	0.0	0.0	0.0	0	0:00:00.020718
333	6	3986211.0	6	0.02435696448143734	1.35	1.35	1	0:06:53.467335
334	6	3928153.0	6	0.019305149626028115	1.07	1.05	1	0:07:06.106986
335	9	3864889.0	9	0.016797284394235678	0.931	0.912	1	0:06:56.564680
336	3	3748003.0	3	0.014217250378794536	0.788	0.764	1	0:06:46.891483
337	8	3726725.0	8	0.014018786223760602	0.777	0.743	1	0:06:44.879653
338	0	3900148.0	0	0.018222617871297565	1.01	0.978	1	0:06:44.212294
339	7	2265400.0	7	0.001948557158514987	0.0974	0.0826	1	0:07:05.781072
340	2	0	4	0.0	0.0	0.0	0	0:00:00.021200
341	6	0	5	0.0	0.0	0.0	0	0:00:00.020590
342	2	0	0	0.0	0.0	0.0	0	0:00:00.020603
343	5	990017.0	-1	0.0	0.0	0.0	0	0:06:56.268100
344	8	3977387.0	8	0.022913588808463274	1.27	1.26	1	0:06:59.880589
345	5	3925984.0	5	0.018944305707784596	1.05	1.04	1	0:07:03.537601
346	4	0	7	0.0	0.0	0.0	0	0:00:00.021091
347	6	2764960.0	6	0.0059178402591936645	0.296	0.249	1	0:07:10.193412
348	8	4000000.0	8	0.041677472557126116	2.31	2.32	1	0:06:53.750328
349	9	3706371.0	9	0.013549689130044031	0.751	0.724	1	0:06:48.844766
350	9	3488520.0	9	0.011222245857373352	0.615	0.567	1	0:06:51.588582
351	1	2090480.0	1	0.0004925519484023995	0.0341	0.0274	1	0:06:51.607160
352	0	0	8	0.0	0.0	0.0	0	0:00:00.021578
353	2	4000000.0	2	0.041677472557126116	2.31	2.32	1	0:06:37.307519
354	2	0	4	0.0	0.0	0.0	0	0:00:00.020700
355	7	1365126.0	-1	0.0	0.0	0.0	0	0:07:01.149537
356	3	0	2	0.0	0.0	0.0	0	0:00:00.020712
357	2	0	7	0.0	0.0	0.0	0	0:00:00.020550
358	8	1669556.0	-1	0.0	0.0	0.0	0	0:07:03.412442
359	0	2297415.0	0	0.0024898230358802614	0.122	0.0928	1	0:07:15.093462
360	9	2918431.0	9	0.006783865662978103	0.333	0.305	1	0:06:56.804466
361	5	2880257.0	5	0.006765823467065927	0.314	0.29	1	0:06:49.628124
362	8	3999916.0	8	0.03626481378347337	2.01	2.01	1	0:06:39.504805
363	1	0	8	0.0	0.0	0.0	0	0:00:00.020725
364	9	3998839.0	9	0.03085215500982063	1.71	1.71	1	0:06:40.704158
365	4	1505618.0	-1	0.0	0.0	0.0	0	0:06:59.252689
366	1	2547598.0	1	0.004221873843449139	0.203	0.174	1	0:07:14.883642
367	3	0	1	0.0	0.0	0.0	0	0:00:00.021261
368	8	0	0	0.0	0.0	0.0	0	0:00:00.020539
369	1	2995673.0	1	0.007415342519904256	0.365	0.334	1	0:06:56.850397
370	4	0	3	0.0	0.0	0.0	0	0:00:00.021151
371	7	3999554.0	7	0.03301721851928173	1.83	1.83	1	0:06:40.128873
372	9	3859921.0	9	0.016707073414674797	0.926	0.904	1	0:06:46.533351
373	4	3217490.0	4	0.009093266739736606	0.485	0.428	1	0:07:00.584897
374	2	2760629.0	2	0.006134346610139774	0.262	0.247	1	0:06:53.973684
