idx	label	count	predict	radiusR	radius_L1	radius_L2	radius_cohen	correct	time
13800	276	1245654.0	276	2.68	2.67	2.68	2.68	1	0:17:22.633007
13900	278	1040985.0	278	1.22	1.58	1.04	0.961	1	0:17:34.691570
14000	280	1158762.0	280	1.66	1.94	1.54	1.45	1	0:17:36.244025
14100	282	0	281	0.0	0.0	0.0	0.0	0	0:00:00.093297
14200	284	1250000.0	284	4.37	3.7	4.37	4.4	1	0:17:21.826406
14300	286	1249033.0	286	3.14	3.1	3.14	3.14	1	0:17:22.134775
14400	288	862145.0	288	0.759	1.04	0.601	0.491	1	0:17:34.646962
14500	290	1178835.0	290	1.78	2.23	1.61	1.58	1	0:17:37.321632
14600	292	0	290	0.0	0.0	0.0	0.0	0	0:00:00.092538
14700	294	1244910.0	294	2.63	2.62	2.63	2.63	1	0:17:22.450949
14800	296	514376.0	-1	0.0	0.0	0.0	0.0	0	0:17:11.448216
14900	298	0	346	0.0	0.0	0.0	0.0	0	0:00:00.086368
15000	300	1194333.0	300	1.84	2.39	1.72	1.69	1	0:17:37.841327
15100	302	0	310	0.0	0.0	0.0	0.0	0	0:00:00.093416
15200	304	0	989	0.0	0.0	0.0	0.0	0	0:00:00.092389
15300	306	0	303	0.0	0.0	0.0	0.0	0	0:00:00.088095
15400	308	0	303	0.0	0.0	0.0	0.0	0	0:00:00.085604
15500	310	1118737.0	310	1.5	1.76	1.35	1.25	1	0:17:34.991052
15600	312	0	183	0.0	0.0	0.0	0.0	0	0:00:00.093281
15700	314	0	304	0.0	0.0	0.0	0.0	0	0:00:00.089043
15800	316	1205857.0	316	1.94	2.39	1.84	1.8	1	0:17:37.500194
15900	318	0	324	0.0	0.0	0.0	0.0	0	0:00:00.093295
16000	320	1249867.0	320	3.63	3.49	3.63	3.64	1	0:17:21.631818
16100	322	0	309	0.0	0.0	0.0	0.0	0	0:00:00.092376
16200	324	1250000.0	324	4.37	3.7	4.37	4.4	1	0:17:22.029010
16300	326	1113857.0	326	1.5	1.82	1.29	1.23	1	0:17:36.353905
16400	328	1250000.0	328	4.37	3.7	4.37	4.4	1	0:17:22.261070
16500	330	0	343	0.0	0.0	0.0	0.0	0	0:00:00.093112
16600	332	0	265	0.0	0.0	0.0	0.0	0	0:00:00.088072
16700	334	867404.0	334	0.766	1.03	0.629	0.503	1	0:17:34.257845
16800	336	0	373	0.0	0.0	0.0	0.0	0	0:00:06.004044
16900	338	0	617	0.0	0.0	0.0	0.0	0	0:00:00.096099
17000	340	1250000.0	340	4.37	3.7	4.37	4.4	1	0:17:30.157279
17100	342	0	373	0.0	0.0	0.0	0.0	0	0:00:00.094072
17200	344	843450.0	344	0.702	1.02	0.532	0.449	1	0:17:37.846434
17300	346	512873.0	-1	0.0	0.0	0.0	0.0	0	0:17:16.954931
17400	348	596801.0	-1	0.0	0.0	0.0	0.0	0	0:17:17.053476
17500	350	1249999.0	350	4.31	3.7	4.31	4.33	1	0:17:28.191515
17600	352	787381.0	352	0.568	0.802	0.47	0.328	1	0:17:39.115460
17700	354	713867.0	354	0.322	0.584	0.256	0.176	1	0:17:38.636026
17800	356	174416.0	-1	0.0	0.0	0.0	0.0	0	0:17:15.693023
17900	358	0	359	0.0	0.0	0.0	0.0	0	0:00:00.087207
18000	360	889654.0	360	0.833	1.09	0.67	0.555	1	0:17:39.030283
18100	362	1250000.0	362	4.37	3.7	4.37	4.4	1	0:17:27.117341
18200	364	1199384.0	364	1.91	2.33	1.78	1.74	1	0:17:43.217134
18300	366	551977.0	-1	0.0	0.0	0.0	0.0	0	0:17:16.901985
18400	368	0	376	0.0	0.0	0.0	0.0	0	0:00:00.088906
18500	370	1241955.0	370	2.47	2.47	2.47	2.48	1	0:17:26.458930
18600	372	654986.0	372	0.0563	0.279	0.0747	0.0567	1	0:17:42.996943
18700	374	0	367	0.0	0.0	0.0	0.0	0	0:00:00.094174
18800	376	1122877.0	376	1.5	1.81	1.35	1.27	1	0:17:41.036678
18900	378	0	244	0.0	0.0	0.0	0.0	0	0:00:00.093965
19000	380	1001793.0	380	1.12	1.4	0.954	0.843	1	0:17:36.920653
19100	382	1192343.0	382	1.84	2.2	1.74	1.68	1	0:17:42.234102
19200	384	0	284	0.0	0.0	0.0	0.0	0	0:00:00.093753
19300	386	0	101	0.0	0.0	0.0	0.0	0	0:00:00.088933
19400	388	1161590.0	388	1.69	2.01	1.53	1.47	1	0:17:39.137245
19500	390	0	392	0.0	0.0	0.0	0.0	0	0:00:00.094002
19600	392	0	397	0.0	0.0	0.0	0.0	0	0:00:00.090920
19700	394	0	568	0.0	0.0	0.0	0.0	0	0:00:00.088840
19800	396	1250000.0	396	4.37	3.7	4.37	4.4	1	0:17:26.202390
19900	398	1233117.0	398	2.2	2.2	2.2	2.2	1	0:17:25.989753
20000	400	797641.0	400	0.576	0.858	0.456	0.35	1	0:17:39.269568
20100	402	0	990	0.0	0.0	0.0	0.0	0	0:00:00.093954
20200	404	1241130.0	404	2.44	2.44	2.44	2.44	1	0:17:26.064015
20300	406	674290.0	406	0.152	0.434	0.13	0.0955	1	0:17:42.749586
20400	408	0	825	0.0	0.0	0.0	0.0	0	0:00:00.094100
20500	410	0	203	0.0	0.0	0.0	0.0	0	0:00:00.088882
20600	412	1073902.0	412	1.34	1.55	1.21	1.07	1	0:17:39.961563
20700	414	1176117.0	414	1.79	2.15	1.61	1.56	1	0:17:40.045172
20800	416	1249984.0	416	4.04	3.66	4.04	4.05	1	0:17:26.397061
20900	418	0	563	0.0	0.0	0.0	0.0	0	0:00:00.093898
21000	420	0	457	0.0	0.0	0.0	0.0	0	0:00:00.088912
21100	422	0	604	0.0	0.0	0.0	0.0	0	0:00:00.087332
21200	424	530103.0	-1	0.0	0.0	0.0	0.0	0	0:17:16.074888
21300	426	1248507.0	426	3.01	2.99	3.01	3.01	1	0:17:27.526800
21400	428	1189232.0	428	1.81	2.22	1.7	1.65	1	0:17:41.842298
21500	430	888897.0	430	0.804	1.08	0.684	0.553	1	0:17:37.713003
21600	432	842880.0	432	0.686	0.993	0.546	0.448	1	0:17:38.095094
21700	434	0	452	0.0	0.0	0.0	0.0	0	0:00:00.093977
21800	436	1249169.0	436	3.18	3.14	3.18	3.18	1	0:17:26.710072
21900	438	0	521	0.0	0.0	0.0	0.0	0	0:00:00.093823
22000	440	0	406	0.0	0.0	0.0	0.0	0	0:00:00.088846
22100	442	1249969.0	442	3.93	3.63	3.93	3.93	1	0:17:25.983202
22200	444	0	808	0.0	0.0	0.0	0.0	0	0:00:00.093788
22300	446	0	718	0.0	0.0	0.0	0.0	0	0:00:00.093644
22400	448	0	694	0.0	0.0	0.0	0.0	0	0:00:00.088843
22500	450	0	757	0.0	0.0	0.0	0.0	0	0:00:00.087374
22600	452	469749.0	-1	0.0	0.0	0.0	0.0	0	0:17:16.546984
22700	454	0	582	0.0	0.0	0.0	0.0	0	0:00:00.088549
22800	456	0	522	0.0	0.0	0.0	0.0	0	0:00:00.087089
22900	458	0	827	0.0	0.0	0.0	0.0	0	0:00:00.087081
23000	460	0	976	0.0	0.0	0.0	0.0	0	0:00:00.086763
23100	462	0	500	0.0	0.0	0.0	0.0	0	0:00:00.086761
23200	464	0	439	0.0	0.0	0.0	0.0	0	0:00:00.086668
23300	466	1249430.0	466	3.28	3.23	3.28	3.28	1	0:17:26.615140
23400	468	1249408.0	468	3.27	3.22	3.27	3.27	1	0:17:26.944036
23500	470	0	410	0.0	0.0	0.0	0.0	0	0:00:00.093790
23600	472	1242967.0	472	2.52	2.52	2.52	2.52	1	0:17:27.366249
23700	474	0	394	0.0	0.0	0.0	0.0	0	0:00:00.093698
23800	476	963551.0	476	0.97	1.32	0.835	0.738	1	0:17:40.367259
23900	478	484274.0	-1	0.0	0.0	0.0	0.0	0	0:17:16.256235
24000	480	0	877	0.0	0.0	0.0	0.0	0	0:00:00.087634
24100	482	0	788	0.0	0.0	0.0	0.0	0	0:00:00.086814
24200	484	0	871	0.0	0.0	0.0	0.0	0	0:00:00.087275
24300	486	1205525.0	486	1.91	2.5	1.82	1.8	1	0:17:44.288929
24400	488	0	483	0.0	0.0	0.0	0.0	0	0:00:00.092515
24500	490	0	293	0.0	0.0	0.0	0.0	0	0:00:00.088086
24600	492	0	565	0.0	0.0	0.0	0.0	0	0:00:00.086204
24700	494	0	878	0.0	0.0	0.0	0.0	0	0:00:00.086171
24800	496	0	591	0.0	0.0	0.0	0.0	0	0:00:00.086268
24900	498	1248707.0	498	3.05	3.03	3.05	3.05	1	0:17:26.138478
25000	500	1244149.0	500	2.58	2.58	2.58	2.58	1	0:17:27.438988
25100	502	1167511.0	502	1.71	2.0	1.58	1.5	1	0:17:40.830263
25200	504	0	766	0.0	0.0	0.0	0.0	0	0:00:02.097990
25300	506	1024519.0	506	1.21	1.49	1.0	0.91	1	0:17:39.074712
25400	508	1249650.0	508	3.4	3.33	3.4	3.41	1	0:17:23.127304
25500	510	1177231.0	510	1.77	2.11	1.63	1.56	1	0:17:37.587450
25600	512	0	488	0.0	0.0	0.0	0.0	0	0:00:00.093209
25700	514	1250000.0	514	4.37	3.7	4.37	4.4	1	0:17:22.740598
25800	516	0	938	0.0	0.0	0.0	0.0	0	0:00:00.093062
25900	518	1250000.0	518	4.37	3.7	4.37	4.4	1	0:17:22.574781
26000	520	772578.0	520	0.525	0.797	0.378	0.297	1	0:17:36.386409
26100	522	1064462.0	522	1.29	1.61	1.13	1.04	1	0:17:35.148439
26200	524	0	760	0.0	0.0	0.0	0.0	0	0:00:00.093211
26300	526	0	673	0.0	0.0	0.0	0.0	0	0:00:00.091493
26400	528	0	478	0.0	0.0	0.0	0.0	0	0:00:00.088054
26500	530	0	531	0.0	0.0	0.0	0.0	0	0:00:00.085819
26600	532	0	846	0.0	0.0	0.0	0.0	0	0:00:00.085469
26700	534	480721.0	-1	0.0	0.0	0.0	0.0	0	0:17:12.344053
26800	536	0	403	0.0	0.0	0.0	0.0	0	0:00:00.086187
26900	538	1249711.0	538	3.45	3.37	3.45	3.45	1	0:17:24.033885
27000	540	1237733.0	540	2.32	2.32	2.32	2.32	1	0:17:22.089379
27100	542	0	477	0.0	0.0	0.0	0.0	0	0:00:00.093128
27200	544	0	926	0.0	0.0	0.0	0.0	0	0:00:00.088082
27300	546	1249126.0	546	3.16	3.13	3.16	3.17	1	0:17:23.376744
27400	548	1227541.0	548	2.12	2.09	2.09	2.09	1	0:17:23.810289
27500	550	741827.0	550	0.397	0.724	0.291	0.233	1	0:17:35.756879
27600	552	1250000.0	552	4.37	3.7	4.37	4.4	1	0:17:23.075560
27700	554	1219531.0	554	2.03	2.66	1.98	1.96	1	0:17:20.878420
27800	556	0	516	0.0	0.0	0.0	0.0	0	0:00:00.093090
27900	558	0	257	0.0	0.0	0.0	0.0	0	0:00:00.088284
28000	560	721092.0	560	0.332	0.632	0.252	0.19	1	0:17:37.021237
28100	562	1203665.0	562	1.89	2.46	1.81	1.78	1	0:17:39.263209
28200	564	0	669	0.0	0.0	0.0	0.0	0	0:00:00.093225
28300	566	0	887	0.0	0.0	0.0	0.0	0	0:00:00.092952
28400	568	0	399	0.0	0.0	0.0	0.0	0	0:00:00.088229
28500	570	0	613	0.0	0.0	0.0	0.0	0	0:00:00.086640
28600	572	0	840	0.0	0.0	0.0	0.0	0	0:00:00.085258
28700	574	1250000.0	574	4.37	3.7	4.37	4.4	1	0:17:22.356954
28800	576	0	972	0.0	0.0	0.0	0.0	0	0:00:00.092479
28900	578	532668.0	-1	0.0	0.0	0.0	0.0	0	0:17:12.512173
29000	580	0	417	0.0	0.0	0.0	0.0	0	0:00:00.086771
29100	582	314181.0	-1	0.0	0.0	0.0	0.0	0	0:17:13.111407
29200	584	0	684	0.0	0.0	0.0	0.0	0	0:00:00.087834
29300	586	955835.0	586	0.994	1.3	0.813	0.718	1	0:17:36.324747
29400	588	1220514.0	588	2.04	3.1	1.98	1.98	1	0:17:14.300238
29500	590	0	782	0.0	0.0	0.0	0.0	0	0:00:00.085795
29600	592	656282.0	592	0.101	0.318	0.0832	0.0593	1	0:17:39.694565
29700	594	0	476	0.0	0.0	0.0	0.0	0	0:00:00.093243
29800	596	0	825	0.0	0.0	0.0	0.0	0	0:00:00.093004
29900	598	845203.0	598	0.721	0.994	0.554	0.453	1	0:17:34.187578
30000	600	0	417	0.0	0.0	0.0	0.0	0	0:00:00.093273
30100	602	1249930.0	602	3.77	3.57	3.77	3.78	1	0:17:22.307932
30200	604	0	799	0.0	0.0	0.0	0.0	0	0:00:00.093268
30300	606	1243873.0	606	2.57	2.56	2.57	2.57	1	0:17:22.463770
30400	608	0	523	0.0	0.0	0.0	0.0	0	0:00:00.093168
30500	610	995754.0	610	1.08	1.43	0.909	0.826	1	0:17:35.432589
30600	612	1250000.0	612	4.37	3.7	4.37	4.4	1	0:17:23.314740
30700	614	554203.0	-1	0.0	0.0	0.0	0.0	0	0:17:12.887818
30800	616	0	594	0.0	0.0	0.0	0.0	0	0:00:00.086494
30900	618	0	823	0.0	0.0	0.0	0.0	0	0:00:00.086002
31000	620	0	617	0.0	0.0	0.0	0.0	0	0:00:00.085510
31100	622	1250000.0	622	4.37	3.7	4.37	4.4	1	0:17:22.309124
31200	624	0	453	0.0	0.0	0.0	0.0	0	0:00:00.091991
31300	626	0	692	0.0	0.0	0.0	0.0	0	0:00:00.087156
31400	628	0	624	0.0	0.0	0.0	0.0	0	0:00:00.085610
31500	630	0	703	0.0	0.0	0.0	0.0	0	0:00:00.085494
31600	632	1246177.0	632	2.72	2.71	2.72	2.73	1	0:17:22.189728
31700	634	0	489	0.0	0.0	0.0	0.0	0	0:00:00.093169
31800	636	1156729.0	636	1.65	1.98	1.51	1.44	1	0:17:36.508569
31900	638	0	445	0.0	0.0	0.0	0.0	0	0:00:00.093237
32000	640	1249637.0	640	3.39	3.32	3.39	3.4	1	0:17:22.258660
32100	642	1240918.0	642	2.43	2.43	2.43	2.43	1	0:17:22.945390
32200	644	1249831.0	644	3.58	3.46	3.58	3.58	1	0:17:22.805967
32300	646	0	545	0.0	0.0	0.0	0.0	0	0:00:00.093090
32400	648	0	651	0.0	0.0	0.0	0.0	0	0:00:00.091392
32500	650	0	546	0.0	0.0	0.0	0.0	0	0:00:00.088096
32600	652	1061514.0	652	1.27	1.56	1.14	1.03	1	0:17:35.716334
32700	654	0	656	0.0	0.0	0.0	0.0	0	0:00:00.093123
32800	656	937332.0	656	0.935	1.27	0.756	0.67	1	0:17:35.022239
32900	658	1250000.0	658	4.37	3.7	4.37	4.4	1	0:17:22.804981
33000	660	1218543.0	660	2.02	2.77	1.96	1.95	1	0:17:27.654856
33100	662	0	549	0.0	0.0	0.0	0.0	0	0:00:00.093224
33200	664	0	598	0.0	0.0	0.0	0.0	0	0:00:00.088228
33300	666	739203.0	666	0.399	0.716	0.283	0.228	1	0:17:35.040543
33400	668	0	123	0.0	0.0	0.0	0.0	0	0:00:00.093168
33500	670	1207179.0	670	1.96	2.46	1.84	1.81	1	0:17:39.040662
33600	672	0	979	0.0	0.0	0.0	0.0	0	0:00:05.575633
33700	674	0	448	0.0	0.0	0.0	0.0	0	0:00:00.109519
33800	676	0	960	0.0	0.0	0.0	0.0	0	0:00:00.101707
33900	678	1133995.0	678	1.58	1.9	1.38	1.32	1	0:23:16.790586
34000	680	0	438	0.0	0.0	0.0	0.0	0	0:00:00.101399
34100	682	836338.0	682	0.648	1.01	0.511	0.434	1	0:23:07.093673
34200	684	1167000.0	684	1.69	2.02	1.57	1.5	1	0:23:09.394628
34300	686	0	758	0.0	0.0	0.0	0.0	0	0:00:00.101146
34400	688	1250000.0	688	4.37	3.7	4.37	4.4	1	0:22:56.120272
34500	690	1168663.0	690	1.7	2.01	1.59	1.51	1	0:23:11.012507
34600	692	0	571	0.0	0.0	0.0	0.0	0	0:00:00.101165
34700	694	1250000.0	694	4.37	3.7	4.37	4.4	1	0:22:54.295119
34800	696	0	34	0.0	0.0	0.0	0.0	0	0:00:00.101694
34900	698	0	663	0.0	0.0	0.0	0.0	0	0:00:00.102014
35000	700	0	831	0.0	0.0	0.0	0.0	0	0:00:00.104890
35100	702	0	602	0.0	0.0	0.0	0.0	0	0:00:00.102755
35200	704	0	877	0.0	0.0	0.0	0.0	0	0:00:00.103819
35300	706	0	536	0.0	0.0	0.0	0.0	0	0:00:00.102451
35400	708	0	682	0.0	0.0	0.0	0.0	0	0:00:00.101905
35500	710	0	868	0.0	0.0	0.0	0.0	0	0:00:00.103157
35600	712	0	891	0.0	0.0	0.0	0.0	0	0:00:00.102917
35700	714	1240573.0	714	2.42	2.41	2.42	2.42	1	0:22:55.312799
35800	716	740561.0	716	0.394	0.714	0.284	0.23	1	0:23:08.033823
35900	718	0	425	0.0	0.0	0.0	0.0	0	0:00:00.101247
36000	720	0	951	0.0	0.0	0.0	0.0	0	0:00:00.102601
36100	722	1241848.0	722	2.47	2.46	2.47	2.47	1	0:22:55.271693
36200	724	0	780	0.0	0.0	0.0	0.0	0	0:00:00.100843
36300	726	1012743.0	726	1.13	1.44	0.979	0.875	1	0:23:07.293790
36400	728	928180.0	728	0.92	1.2	0.762	0.647	1	0:23:08.135159
36500	730	0	856	0.0	0.0	0.0	0.0	0	0:00:00.101073
36600	732	1092583.0	732	1.4	1.72	1.22	1.14	1	0:23:08.565196
36700	734	1218706.0	734	2.02	2.76	1.96	1.95	1	0:22:52.938588
