idx	label	count	predict	radiusR	radius_L1	radius_L2	radius_cohen	correct	time
165	4	0	7	0.0	0.0	0.0	0.0	0	0:00:00.020446
166	8	196333.0	8	0.0	2.07	2.07	2.07	1	0:00:28.665672
167	4	0	6	0.0	0.0	0.0	0.0	0	0:00:00.020790
168	5	0	7	0.0	0.0	0.0	0.0	0	0:00:00.020446
169	0	150582.0	0	0.0	1.28	0.739	0.674	1	0:00:24.490130
170	9	82959.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.075295
171	9	0	7	0.0	0.0	0.0	0.0	0	0:00:00.020514
172	9	0	6	0.0	0.0	0.0	0.0	0	0:00:00.020468
173	8	120807.0	8	0.0	0.739	0.292	0.255	1	0:00:24.381940
174	9	138908.0	9	0.0	1.02	0.599	0.5	1	0:00:24.027898
175	9	199557.0	9	0.0	2.78	2.8	2.8	1	0:00:28.573548
176	3	0	0	0.0	0.0	0.0	0.0	0	0:00:00.020812
177	7	80088.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.061997
178	5	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020571
179	0	130670.0	0	0.0	0.887	0.468	0.385	1	0:00:24.011116
180	0	157308.0	0	0.0	1.4	0.847	0.785	1	0:00:24.110046
181	5	0	7	0.0	0.0	0.0	0.0	0	0:00:00.020739
182	2	0	6	0.0	0.0	0.0	0.0	0	0:00:00.020495
183	2	91891.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.110698
184	3	63772.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.191659
185	8	174635.0	8	0.0	1.81	1.17	1.13	1	0:00:24.852978
186	6	172042.0	6	0.0	1.71	1.12	1.07	1	0:00:24.693490
187	3	0	6	0.0	0.0	0.0	0.0	0	0:00:00.020698
188	4	0	6	0.0	0.0	0.0	0.0	0	0:00:00.020398
189	0	0	8	0.0	0.0	0.0	0.0	0	0:00:00.020455
190	5	0	4	0.0	0.0	0.0	0.0	0	0:00:00.020387
191	8	0	1	0.0	0.0	0.0	0.0	0	0:00:00.020396
192	0	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020417
193	1	126970.0	1	0.0	0.849	0.385	0.336	1	0:00:23.941480
194	7	0	6	0.0	0.0	0.0	0.0	0	0:00:00.020698
195	2	0	4	0.0	0.0	0.0	0.0	0	0:00:00.020455
196	8	176382.0	8	0.0	1.89	1.2	1.17	1	0:00:24.983223
197	8	0	5	0.0	0.0	0.0	0.0	0	0:00:00.020697
198	7	188524.0	7	0.0	2.67	1.57	1.56	1	0:00:19.718466
199	8	96643.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.032685
200	5	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020496
201	1	0	0	0.0	0.0	0.0	0.0	0	0:00:00.020469
202	8	132550.0	8	0.0	0.965	0.469	0.411	1	0:00:23.954445
203	7	145155.0	7	0.0	1.18	0.641	0.591	1	0:00:24.137447
204	1	196239.0	1	0.0	2.06	2.06	2.06	1	0:00:28.499969
205	3	0	5	0.0	0.0	0.0	0.0	0	0:00:00.021013
206	0	0	8	0.0	0.0	0.0	0.0	0	0:00:00.020449
207	5	0	4	0.0	0.0	0.0	0.0	0	0:00:00.020451
208	7	166735.0	7	0.0	1.65	0.999	0.958	1	0:00:24.489045
209	9	0	8	0.0	0.0	0.0	0.0	0	0:00:00.020679
210	7	0	6	0.0	0.0	0.0	0.0	0	0:00:00.020473
211	4	0	9	0.0	0.0	0.0	0.0	0	0:00:00.020451
212	5	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020500
213	9	0	7	0.0	0.0	0.0	0.0	0	0:00:00.020477
214	8	143713.0	8	0.0	1.18	0.625	0.569	1	0:00:24.211443
215	0	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020784
216	7	123816.0	7	0.0	0.873	0.317	0.294	1	0:00:24.482121
217	9	153838.0	9	0.0	1.36	0.78	0.727	1	0:00:23.999490
218	8	0	0	0.0	0.0	0.0	0.0	0	0:00:00.020816
219	2	92905.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.060461
220	7	192981.0	7	0.0	2.76	1.8	1.79	1	0:00:19.880023
221	6	144488.0	6	0.0	1.12	0.667	0.581	1	0:00:24.094087
222	9	169556.0	9	0.0	1.58	1.09	1.02	1	0:00:24.477364
223	4	51320.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.094183
224	3	0	9	0.0	0.0	0.0	0.0	0	0:00:00.020558
225	9	192409.0	9	0.0	2.24	1.81	1.76	1	0:00:25.143577
226	6	0	9	0.0	0.0	0.0	0.0	0	0:00:00.020919
227	4	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020519
228	7	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020521
229	6	0	5	0.0	0.0	0.0	0.0	0	0:00:00.020447
230	5	187762.0	5	0.0	2.25	1.55	1.53	1	0:00:25.598369
231	1	191974.0	1	0.0	1.73	1.73	1.73	1	0:00:18.656820
232	5	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020622
233	8	0	4	0.0	0.0	0.0	0.0	0	0:00:00.020481
234	8	152071.0	8	0.0	1.26	0.778	0.698	1	0:00:23.934077
235	0	199811.0	0	0.0	3.01	3.04	3.04	1	0:00:28.607457
236	4	90858.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.050239
237	0	142095.0	0	0.0	1.1	0.619	0.546	1	0:00:24.121155
238	5	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020774
239	5	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020482
240	1	196639.0	1	0.0	2.1	2.1	2.1	1	0:00:28.605199
241	1	130451.0	1	0.0	0.896	0.445	0.383	1	0:00:23.876587
242	8	0	9	0.0	0.0	0.0	0.0	0	0:00:00.020761
243	9	171003.0	9	0.0	1.54	1.16	1.05	1	0:00:24.213526
244	0	185077.0	0	0.0	2.34	1.44	1.43	1	0:00:25.168233
245	3	44569.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.092400
246	1	0	7	0.0	0.0	0.0	0.0	0	0:00:00.020580
247	9	0	8	0.0	0.0	0.0	0.0	0	0:00:00.020506
248	2	153441.0	2	0.0	1.28	0.805	0.72	1	0:00:24.018605
249	2	0	0	0.0	0.0	0.0	0.0	0	0:00:00.020680
250	5	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020495
251	3	173025.0	3	0.0	1.65	1.17	1.09	1	0:00:24.523416
252	9	125014.0	9	0.0	0.813	0.363	0.31	1	0:00:23.950762
253	9	54819.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.082977
254	4	0	6	0.0	0.0	0.0	0.0	0	0:00:00.020566
255	0	118269.0	0	0.0	0.663	0.276	0.222	1	0:00:24.210445
256	3	0	6	0.0	0.0	0.0	0.0	0	0:00:00.020699
257	0	198867.0	0	0.0	2.49	2.5	2.5	1	0:00:28.562061
258	0	0	8	0.0	0.0	0.0	0.0	0	0:00:00.020821
259	9	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020448
260	8	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020426
261	1	0	9	0.0	0.0	0.0	0.0	0	0:00:00.020454
262	5	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020471
263	7	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020522
264	0	132459.0	0	0.0	0.948	0.474	0.41	1	0:00:23.901320
265	8	194074.0	8	0.0	2.84	1.87	1.87	1	0:00:19.890452
266	2	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020658
267	4	186490.0	4	0.0	2.05	1.53	1.48	1	0:00:24.631985
268	7	179657.0	7	0.0	1.83	1.32	1.26	1	0:00:24.767544
269	0	98635.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.079790
270	2	0	4	0.0	0.0	0.0	0.0	0	0:00:00.020548
271	3	95697.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.168425
272	6	171074.0	6	0.0	1.63	1.11	1.05	1	0:00:24.573130
273	3	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020944
274	8	133972.0	8	0.0	0.995	0.486	0.431	1	0:00:23.966992
275	5	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020680
276	0	0	1	0.0	0.0	0.0	0.0	0	0:00:00.020539
277	3	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020391
278	4	0	7	0.0	0.0	0.0	0.0	0	0:00:00.020422
279	3	0	5	0.0	0.0	0.0	0.0	0	0:00:00.020451
280	9	198735.0	9	0.0	2.46	2.46	2.46	1	0:00:28.500602
281	0	0	9	0.0	0.0	0.0	0.0	0	0:00:00.021012
282	6	82956.0	-1	0.0	0.0	0.0	0.0	0	0:00:17.982255
283	1	190956.0	1	0.0	2.39	1.7	1.68	1	0:00:25.777989
284	0	0	8	0.0	0.0	0.0	0.0	0	0:00:00.020953
285	9	193661.0	9	0.0	2.71	1.85	1.84	1	0:00:19.701916
286	1	112741.0	1	0.0	0.536	0.181	0.152	1	0:00:24.091189
287	0	0	8	0.0	0.0	0.0	0.0	0	0:00:00.020795
288	7	122352.0	7	0.0	0.806	0.299	0.275	1	0:00:24.372305
289	9	195313.0	9	0.0	1.97	1.97	1.97	1	0:00:18.604454
290	1	199514.0	1	0.0	2.76	2.77	2.77	1	0:00:28.520920
291	2	90967.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.022111
292	6	138521.0	6	0.0	1.03	0.576	0.494	1	0:00:23.925886
293	9	0	1	0.0	0.0	0.0	0.0	0	0:00:00.020728
294	3	153862.0	3	0.0	1.3	0.806	0.727	1	0:00:23.964929
295	4	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020702
296	6	0	4	0.0	0.0	0.0	0.0	0	0:00:00.020424
297	0	199962.0	0	0.0	3.34	3.42	3.43	1	0:00:28.523643
298	0	194490.0	0	0.0	2.85	1.9	1.9	1	0:00:19.821003
299	6	94294.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.087487
300	6	114239.0	6	0.0	0.56	0.205	0.171	1	0:00:24.303760
301	6	147201.0	6	0.0	1.19	0.701	0.622	1	0:00:24.384910
302	3	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020897
303	2	0	5	0.0	0.0	0.0	0.0	0	0:00:00.020457
304	6	84592.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.106746
305	1	0	8	0.0	0.0	0.0	0.0	0	0:00:00.020594
306	8	0	9	0.0	0.0	0.0	0.0	0	0:00:00.020437
307	2	134053.0	2	0.0	0.971	0.501	0.432	1	0:00:24.037508
308	1	193350.0	1	0.0	2.54	1.83	1.82	1	0:00:25.002195
309	6	0	4	0.0	0.0	0.0	0.0	0	0:00:00.020708
310	8	183218.0	8	0.0	1.99	1.41	1.37	1	0:00:25.224016
311	6	192305.0	6	0.0	2.29	1.79	1.75	1	0:00:25.143423
312	8	0	0	0.0	0.0	0.0	0.0	0	0:00:00.020750
313	0	194324.0	0	0.0	1.88	1.89	1.89	1	0:00:18.628469
314	4	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020623
315	0	199207.0	0	0.0	2.61	2.62	2.62	1	0:00:28.621936
316	7	0	5	0.0	0.0	0.0	0.0	0	0:00:00.020765
317	7	115405.0	7	0.0	0.609	0.218	0.186	1	0:00:24.099912
318	5	131995.0	5	0.0	0.955	0.461	0.403	1	0:00:23.925347
319	5	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020735
320	3	71402.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.118902
321	5	159332.0	5	0.0	1.41	0.887	0.82	1	0:00:24.161842
322	2	0	6	0.0	0.0	0.0	0.0	0	0:00:00.020702
323	3	0	6	0.0	0.0	0.0	0.0	0	0:00:00.020458
324	4	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020426
325	1	90964.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.144933
326	7	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020585
327	5	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020434
328	4	0	9	0.0	0.0	0.0	0.0	0	0:00:00.020432
329	6	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020415
330	1	0	8	0.0	0.0	0.0	0.0	0	0:00:00.020471
331	9	198959.0	9	0.0	2.52	2.53	2.53	1	0:00:28.659235
332	3	0	6	0.0	0.0	0.0	0.0	0	0:00:00.020995
333	6	125118.0	6	0.0	0.779	0.381	0.311	1	0:00:23.842097
334	6	178177.0	6	0.0	1.74	1.3	1.22	1	0:00:24.561582
335	9	86622.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.013683
336	3	91870.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.073739
337	8	173360.0	8	0.0	1.65	1.18	1.1	1	0:00:24.543299
338	0	181115.0	0	0.0	1.83	1.37	1.3	1	0:00:24.863646
339	7	111727.0	7	0.0	0.508	0.163	0.139	1	0:00:24.059642
340	2	0	4	0.0	0.0	0.0	0.0	0	0:00:00.020713
341	6	119490.0	6	0.0	0.664	0.295	0.238	1	0:00:24.075562
342	2	0	0	0.0	0.0	0.0	0.0	0	0:00:00.020811
343	5	0	7	0.0	0.0	0.0	0.0	0	0:00:00.020460
344	8	182361.0	8	0.0	1.85	1.41	1.34	1	0:00:24.263773
345	5	82732.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.051264
346	4	0	7	0.0	0.0	0.0	0.0	0	0:00:00.020577
347	6	132717.0	6	0.0	0.97	0.471	0.413	1	0:00:23.976837
348	8	196726.0	8	0.0	2.11	2.11	2.11	1	0:00:28.560202
349	9	107872.0	9	0.0	0.385	0.121	0.0901	1	0:00:23.840565
350	9	132009.0	9	0.0	0.943	0.464	0.404	1	0:00:24.007573
351	1	136279.0	1	0.0	1.11	0.493	0.463	1	0:00:24.076622
352	0	0	8	0.0	0.0	0.0	0.0	0	0:00:00.020671
353	2	198693.0	2	0.0	2.44	2.45	2.45	1	0:00:28.555346
354	2	0	6	0.0	0.0	0.0	0.0	0	0:00:00.020844
355	7	0	3	0.0	0.0	0.0	0.0	0	0:00:00.020543
356	3	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020449
357	2	0	7	0.0	0.0	0.0	0.0	0	0:00:00.020415
358	8	0	1	0.0	0.0	0.0	0.0	0	0:00:00.020480
359	0	96763.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.024363
360	9	85185.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.115980
361	5	179842.0	5	0.0	1.9	1.31	1.27	1	0:00:25.164619
362	8	199721.0	8	0.0	2.91	2.93	2.93	1	0:00:28.619386
363	1	0	8	0.0	0.0	0.0	0.0	0	0:00:00.020774
364	9	159304.0	9	0.0	1.45	0.878	0.819	1	0:00:24.043435
365	4	0	0	0.0	0.0	0.0	0.0	0	0:00:00.020711
366	1	0	7	0.0	0.0	0.0	0.0	0	0:00:00.020438
367	3	0	1	0.0	0.0	0.0	0.0	0	0:00:00.020444
368	8	0	0	0.0	0.0	0.0	0.0	0	0:00:00.020463
369	1	131383.0	1	0.0	0.936	0.458	0.395	1	0:00:23.936989
370	4	0	6	0.0	0.0	0.0	0.0	0	0:00:00.020669
371	7	192471.0	7	0.0	1.76	1.76	1.76	1	0:00:28.541571
372	9	137868.0	9	0.0	1.05	0.55	0.485	1	0:00:23.926421
373	4	0	2	0.0	0.0	0.0	0.0	0	0:00:00.020719
374	2	177681.0	2	0.0	1.84	1.25	1.21	1	0:00:24.768392
375	7	72400.0	-1	0.0	0.0	0.0	0.0	0	0:00:18.078617
376	0	0	8	0.0	0.0	0.0	0.0	0	0:00:00.020589
377	7	0	4	0.0	0.0	0.0	0.0	0	0:00:00.020470
