idx	label	count	predict	radius_LInf	radius_L2	radius_cohen	correct	time
159	4	3999984.0	4	0.009309773090682717	0.516	0.517	1	0:05:47.348472
160	2	3667438.0	2	0.003265637460103821	0.175	0.166	1	0:05:59.774619
161	1	3999803.0	1	0.008317452315513047	0.461	0.461	1	0:05:46.977344
162	6	3914811.0	6	0.004438380194395249	0.246	0.243	1	0:05:54.056794
163	6	3999721.0	6	0.008137030356391288	0.451	0.452	1	0:05:46.680770
164	8	0	0	0.0	0.0	0.0	0	0:00:00.020657
165	4	0	2	0.0	0.0	0.0	0	0:00:00.020412
166	8	3999897.0	8	0.008606127450107859	0.477	0.477	1	0:05:46.335360
167	4	2149305.0	4	0.00019846415503393385	0.0142	0.011	1	0:05:59.047635
168	5	2744828.0	5	0.0013928575244199722	0.0671	0.058	1	0:05:57.386910
169	0	2717065.0	0	0.0013477520346395328	0.0625	0.0556	1	0:05:57.853016
170	9	3999956.0	9	0.0089489291724392	0.496	0.497	1	0:05:46.373939
171	9	0	0	0.0	0.0	0.0	0	0:00:00.020575
172	9	3947971.0	9	0.0049074772881118195	0.272	0.266	1	0:05:54.111715
173	8	0	2	0.0	0.0	0.0	0	0:00:00.020784
174	9	4000000.0	9	0.010013418731257573	0.555	0.557	1	0:05:46.349142
175	9	4000000.0	9	0.010013418731257573	0.555	0.557	1	0:05:46.574627
176	3	3940625.0	3	0.004745097524902237	0.263	0.26	1	0:05:54.403911
177	7	3986888.0	7	0.005863713671457137	0.325	0.325	1	0:05:54.704410
178	5	2600084.0	5	0.0011348541228758582	0.0538	0.046	1	0:05:57.603279
179	0	4000000.0	0	0.010013418731257573	0.555	0.557	1	0:05:45.949835
180	0	3999981.0	0	0.00925564650294619	0.513	0.514	1	0:05:46.455843
181	5	4000000.0	5	0.010013418731257573	0.555	0.557	1	0:05:46.623447
182	2	3999000.0	2	0.007469469107640784	0.414	0.415	1	0:05:46.593207
183	2	2847580.0	2	0.001569671044359295	0.0786	0.0668	1	0:05:57.466506
184	3	0	0	0.0	0.0	0.0	0	0:00:00.020773
185	8	4000000.0	8	0.010013418731257573	0.555	0.557	1	0:05:46.394322
186	6	2474905.0	6	0.0009454110657980123	0.0407	0.036	1	0:05:58.234567
187	3	0	2	0.0	0.0	0.0	0	0:00:00.020930
188	4	0	5	0.0	0.0	0.0	0	0:00:00.020459
189	0	3793389.0	0	0.003734734553820392	0.2	0.195	1	0:05:59.183699
190	5	3921867.0	5	0.004492506782131775	0.249	0.247	1	0:05:52.948236
191	8	3998533.0	8	0.007252962756694675	0.402	0.403	1	0:05:45.987157
192	0	3999981.0	0	0.00925564650294619	0.513	0.514	1	0:05:46.262480
193	1	3974830.0	1	0.005394616577740566	0.299	0.299	1	0:05:47.928595
194	7	4000000.0	7	0.010013418731257573	0.555	0.557	1	0:05:46.954092
195	2	3015561.0	2	0.001840303983041932	0.0899	0.0822	1	0:05:58.734933
196	8	4000000.0	8	0.010013418731257573	0.555	0.557	1	0:05:46.758482
197	8	4000000.0	8	0.010013418731257573	0.555	0.557	1	0:05:46.593602
198	7	4000000.0	7	0.010013418731257573	0.555	0.557	1	0:05:46.825637
199	8	3719316.0	8	0.0033558484396647	0.181	0.177	1	0:05:59.329012
200	5	2077815.0	5	0.00010085587514906276	0.00686	0.00562	1	0:07:03.108837
201	1	3997974.0	1	0.007072540797572916	0.392	0.392	1	0:06:54.038458
202	8	4000000.0	8	0.010013418731257573	0.555	0.557	1	0:06:55.919454
203	7	3757623.0	7	0.0035723547906108097	0.188	0.186	1	0:06:59.221189
204	1	4000000.0	1	0.010013418731257573	0.555	0.557	1	0:06:37.051879
205	3	3981236.0	3	0.005611122928686676	0.311	0.311	1	0:06:45.782119
206	0	3847495.0	0	0.003897114317029974	0.216	0.212	1	0:06:43.710264
207	5	3999613.0	5	0.007974650593181707	0.442	0.443	1	0:06:43.657612
208	7	4000000.0	7	0.010013418731257573	0.555	0.557	1	0:06:56.602958
209	9	4000000.0	9	0.010013418731257573	0.555	0.557	1	0:06:56.719012
210	7	0	5	0.0	0.0	0.0	0	0:00:00.020772
211	4	0	0	0.0	0.0	0.0	0	0:00:00.020576
212	5	1883958.0	-1	0.0	0.0	0.0	0	0:06:40.134215
213	9	0	7	0.0	0.0	0.0	0	0:00:00.020849
214	8	2785118.0	8	0.0014397672337916293	0.0714	0.0614	1	0:06:50.347785
215	0	3647626.0	0	0.003373890635576876	0.165	0.162	1	0:06:59.785282
216	7	4000000.0	7	0.010013418731257573	0.555	0.557	1	0:06:58.263305
217	9	3999998.0	9	0.009796912380311464	0.543	0.545	1	0:06:58.763864
218	8	0	3	0.0	0.0	0.0	0	0:00:00.020786
219	2	3982791.0	2	0.0056652495164232035	0.314	0.314	1	0:07:04.277060
220	7	3995532.0	7	0.006585401507944169	0.365	0.365	1	0:06:48.250269
221	6	3963411.0	6	0.0051600680308822805	0.286	0.282	1	0:06:48.304643
222	9	4000000.0	9	0.010013418731257573	0.555	0.557	1	0:06:42.212527
223	4	3784233.0	4	0.0036264813783473374	0.198	0.193	1	0:07:10.401221
224	3	0	5	0.0	0.0	0.0	0	0:00:00.021297
225	9	3205025.0	9	0.0022011479012854483	0.106	0.101	1	0:07:06.571894
226	6	0	4	0.0	0.0	0.0	0	0:00:00.021349
227	4	3999519.0	4	0.007866397417708651	0.436	0.436	1	0:06:42.133399
228	7	0	5	0.0	0.0	0.0	0	0:00:00.020759
229	6	3989214.0	6	0.006008051238754543	0.333	0.333	1	0:06:40.200741
230	5	4000000.0	5	0.010013418731257573	0.555	0.557	1	0:06:40.604878
231	1	4000000.0	1	0.010013418731257573	0.555	0.557	1	0:06:44.996228
232	5	3071078.0	5	0.0018944305707784596	0.0926	0.0875	1	0:07:12.096688
233	8	3460305.0	8	0.002706329386826371	0.143	0.132	1	0:07:07.830896
234	8	3999999.0	8	0.009887123359872343	0.548	0.55	1	0:06:52.343722
235	0	4000000.0	0	0.010013418731257573	0.555	0.557	1	0:06:41.085824
236	4	3997839.0	4	0.007036456405748565	0.39	0.39	1	0:06:40.695545
237	0	3863763.0	0	0.004113620667976084	0.228	0.218	1	0:06:47.788424
238	5	0	3	0.0	0.0	0.0	0	0:00:00.021244
239	5	3971177.0	5	0.005286363402267511	0.293	0.293	1	0:06:59.054795
240	1	4000000.0	1	0.010013418731257573	0.555	0.557	1	0:06:57.575785
241	1	4000000.0	1	0.010013418731257573	0.555	0.557	1	0:06:42.863118
242	8	3265693.0	8	0.0022733166849341515	0.117	0.108	1	0:06:53.048143
243	9	4000000.0	9	0.010013418731257573	0.555	0.557	1	0:06:49.570892
244	0	4000000.0	0	0.010013418731257573	0.555	0.557	1	0:06:57.645732
245	3	0	6	0.0	0.0	0.0	0	0:00:00.020751
246	1	3968758.0	1	0.005232236814530984	0.29	0.289	1	0:05:59.335664
247	9	0	8	0.0	0.0	0.0	0	0:00:00.020965
248	2	3999905.0	2	0.00864221184193221	0.479	0.479	1	0:05:46.072664
249	2	3417846.0	2	0.002616118407265492	0.132	0.126	1	0:05:57.509758
250	5	3929166.0	5	0.004600759957604831	0.255	0.252	1	0:05:54.083308
251	3	3999532.0	3	0.007884439613620828	0.437	0.437	1	0:05:46.372287
252	9	4000000.0	9	0.010013418731257573	0.555	0.557	1	0:05:46.642242
253	9	3861891.0	9	0.004005367492503029	0.222	0.218	1	0:05:53.088387
254	4	0	6	0.0	0.0	0.0	0	0:00:00.021088
255	0	1721994.0	-1	0.0	0.0	0.0	0	0:05:46.422572
256	3	2444766.0	3	0.0008028777180918233	0.0379	0.0337	1	0:05:58.610801
257	0	4000000.0	0	0.010013418731257573	0.555	0.557	1	0:05:46.098163
258	0	0	8	0.0	0.0	0.0	0	0:00:00.020635
259	9	3744190.0	9	0.0033558484396647	0.186	0.182	1	0:05:52.552304
260	8	4000000.0	8	0.010013418731257573	0.555	0.557	1	0:05:46.041240
261	1	3999414.0	1	0.007758144242235597	0.43	0.431	1	0:05:46.987491
262	5	2325761.0	5	0.0006549317116119818	0.0305	0.0244	1	0:05:59.331274
263	7	3754302.0	7	0.003482143811049931	0.19	0.185	1	0:05:58.919958
264	0	0	8	0.0	0.0	0.0	0	0:00:00.021018
265	8	3999997.0	8	0.00972474359666276	0.539	0.541	1	0:05:46.079494
266	2	0	0	0.0	0.0	0.0	0	0:00:00.020655
267	4	3999988.0	4	0.009399984070243596	0.521	0.522	1	0:05:46.508656
268	7	4000000.0	7	0.010013418731257573	0.555	0.557	1	0:05:46.505661
269	0	3818516.0	0	0.0037527767497325675	0.208	0.203	1	0:05:52.769640
270	2	3940401.0	2	0.0047811819167265885	0.265	0.26	1	0:05:53.919015
271	3	0	5	0.0	0.0	0.0	0	0:00:00.020851
272	6	4000000.0	6	0.010013418731257573	0.555	0.557	1	0:05:46.374651
273	3	3827147.0	3	0.0038610299252056224	0.21	0.205	1	0:05:58.954854
274	8	3999663.0	8	0.008046819376830409	0.446	0.446	1	0:05:46.373783
275	5	0	3	0.0	0.0	0.0	0	0:00:00.020674
276	0	4000000.0	0	0.010013418731257573	0.555	0.557	1	0:05:46.665619
277	3	0	2	0.0	0.0	0.0	0	0:00:00.020673
278	4	3924214.0	4	0.0045285911739561275	0.251	0.249	1	0:05:53.184467
279	3	2688439.0	3	0.001243107298348913	0.058	0.0532	1	0:05:58.255480
280	9	3997601.0	9	0.006964287622099862	0.386	0.387	1	0:05:46.777964
281	0	2541324.0	0	0.0010121671906730626	0.0452	0.0413	1	0:05:58.329415
282	6	3999748.0	6	0.008191156944127816	0.454	0.454	1	0:05:46.109981
283	1	4000000.0	1	0.010013418731257573	0.555	0.557	1	0:05:46.508773
284	0	0	9	0.0	0.0	0.0	0	0:00:00.020632
285	9	4000000.0	9	0.010013418731257573	0.555	0.557	1	0:05:46.621557
286	1	4000000.0	1	0.010013418731257573	0.555	0.557	1	0:05:46.628787
287	0	0	8	0.0	0.0	0.0	0	0:00:00.020663
288	7	4000000.0	7	0.010013418731257573	0.555	0.557	1	0:05:46.616691
289	9	4000000.0	9	0.010013418731257573	0.555	0.557	1	0:05:46.640506
290	1	4000000.0	1	0.010013418731257573	0.555	0.557	1	0:05:46.686825
291	2	3999998.0	2	0.009796912380311464	0.543	0.545	1	0:05:46.410496
292	6	3984537.0	6	0.005755460495984082	0.319	0.319	1	0:05:55.016690
293	9	2809202.0	9	0.0014686347472511107	0.0678	0.0635	1	0:05:58.006149
294	3	4000000.0	3	0.010013418731257573	0.555	0.557	1	0:05:46.517732
295	4	3899386.0	4	0.004294042627097842	0.238	0.234	1	0:05:53.083516
296	6	4000000.0	6	0.010013418731257573	0.555	0.557	1	0:05:46.335465
297	0	4000000.0	0	0.010013418731257573	0.555	0.557	1	0:05:46.261836
298	0	3996923.0	0	0.006819950054802455	0.378	0.378	1	0:05:46.764229
299	6	4000000.0	6	0.010013418731257573	0.555	0.557	1	0:05:46.543692
300	6	4000000.0	6	0.010013418731257573	0.555	0.557	1	0:05:46.495986
301	6	3999879.0	6	0.008533958666459156	0.473	0.474	1	0:05:46.582532
302	3	0	5	0.0	0.0	0.0	0	0:00:00.020664
303	2	3995820.0	2	0.006621485899768521	0.367	0.368	1	0:05:46.680392
304	6	3999990.0	6	0.009454110657980123	0.524	0.525	1	0:05:46.391266
305	1	4000000.0	1	0.010013418731257573	0.555	0.557	1	0:05:46.424800
306	8	2483518.0	8	0.0008876760388790497	0.0412	0.0367	1	0:05:58.348755
307	2	3974881.0	2	0.005412658773652742	0.3	0.299	1	0:05:53.674863
308	1	4000000.0	1	0.010013418731257573	0.555	0.557	1	0:05:47.091927
309	6	0	2	0.0	0.0	0.0	0	0:00:00.020664
310	8	3755248.0	8	0.003536270398786458	0.189	0.185	1	0:06:00.135414
311	6	4000000.0	6	0.010013418731257573	0.555	0.557	1	0:05:46.417966
312	8	0	0	0.0	0.0	0.0	0	0:00:00.020615
313	0	0	5	0.0	0.0	0.0	0	0:00:00.020441
314	4	3868386.0	4	0.004077536276151732	0.226	0.22	1	0:05:53.620045
315	0	4000000.0	0	0.010013418731257573	0.555	0.557	1	0:05:46.537201
316	7	0	2	0.0	0.0	0.0	0	0:00:00.020846
317	7	3999980.0	7	0.009237604307034013	0.512	0.513	1	0:05:46.569511
318	5	3965750.0	5	0.0051600680308822805	0.286	0.285	1	0:05:53.566005
319	5	3999899.0	5	0.008606127450107859	0.477	0.478	1	0:05:46.244673
320	3	3898689.0	3	0.004294042627097842	0.238	0.234	1	0:05:53.274810
321	5	3928019.0	5	0.004582717761692655	0.254	0.251	1	0:05:53.610510
322	2	3996487.0	2	0.006729739075241575	0.373	0.374	1	0:05:46.818355
323	3	3606937.0	3	0.0030852155009820632	0.163	0.155	1	0:05:58.880539
324	4	3999762.0	4	0.008227241335952169	0.456	0.456	1	0:05:46.936266
325	1	3329758.0	1	0.002345485468582855	0.123	0.115	1	0:05:58.811769
326	7	3876110.0	7	0.004113620667976084	0.228	0.224	1	0:05:52.790129
327	5	3998316.0	5	0.0071807939730459715	0.398	0.398	1	0:05:46.485965
328	4	3999992.0	4	0.009508237245716651	0.527	0.529	1	0:05:46.707668
329	6	3913532.0	6	0.004420337998483072	0.245	0.242	1	0:05:53.285096
330	1	4000000.0	1	0.010013418731257573	0.555	0.557	1	0:05:46.381415
331	9	4000000.0	9	0.010013418731257573	0.555	0.557	1	0:05:46.841891
332	3	0	6	0.0	0.0	0.0	0	0:00:00.020667
333	6	3999995.0	6	0.009634532617101881	0.534	0.535	1	0:05:46.653517
334	6	4000000.0	6	0.010013418731257573	0.555	0.557	1	0:05:46.543183
335	9	3999969.0	9	0.009093266739736606	0.504	0.505	1	0:05:46.636533
336	3	4000000.0	3	0.010013418731257573	0.555	0.557	1	0:05:46.620202
337	8	3999436.0	8	0.007794228634059948	0.432	0.432	1	0:05:46.656470
338	0	3998529.0	0	0.007252962756694675	0.402	0.402	1	0:05:46.715127
339	7	3271022.0	7	0.0022733166849341515	0.113	0.109	1	0:05:58.480748
340	2	3954856.0	2	0.004979646071760523	0.276	0.273	1	0:05:53.607813
341	6	4000000.0	6	0.010013418731257573	0.555	0.557	1	0:05:45.971605
342	2	3792952.0	2	0.003734734553820392	0.2	0.195	1	0:05:58.922061
343	5	3864601.0	5	0.0040234096884152045	0.223	0.219	1	0:05:52.803176
344	8	3998248.0	8	0.007162751777133795	0.397	0.397	1	0:05:46.381647
345	5	4000000.0	5	0.010013418731257573	0.555	0.557	1	0:05:46.117909
346	4	3999808.0	4	0.008317452315513047	0.461	0.462	1	0:05:46.032645
347	6	3991725.0	6	0.006188473197876302	0.343	0.343	1	0:05:46.195051
348	8	4000000.0	8	0.010013418731257573	0.555	0.557	1	0:05:46.507461
349	9	3083465.0	9	0.0019305149626028112	0.0954	0.0887	1	0:05:58.116624
350	9	4000000.0	9	0.010013418731257573	0.555	0.557	1	0:05:46.199145
351	1	3969367.0	1	0.005268321206355335	0.292	0.29	1	0:05:54.518280
352	0	3881141.0	0	0.00413166286388826	0.229	0.226	1	0:05:52.871156
353	2	4000000.0	2	0.010013418731257573	0.555	0.557	1	0:05:46.986445
354	2	0	3	0.0	0.0	0.0	0	0:00:00.020625
355	7	2525428.0	7	0.0009580406029365353	0.0443	0.04	1	0:05:58.799778
356	3	0	5	0.0	0.0	0.0	0	0:00:00.021139
357	2	3765320.0	2	0.0035182282028742825	0.195	0.188	1	0:05:58.910599
358	8	3999218.0	8	0.00761380667493819	0.422	0.422	1	0:05:46.315886
359	0	3999929.0	0	0.008768507213317442	0.486	0.486	1	0:05:45.758483
